"accepted_species","Medicinal"
"Ceropegia_spaniflora",0
"Psychotria_atsinanana",0
"Psychotria_biaurita",0
"Rondeletia_rugelii",0
"Galium_cossonianum",0
"Tarenna_canarica",0
"Palicourea_chiapensis",0
"Asclepias_hirtella",0
"Lomatogonium_bellum",0
"Spermacoce_irwiniana",0
"Vincetoxicum_microstachys",0
"Mandevilla_subsessilis",NA
"Nauclea_vanderguchtii",1
"Richardia_pedicellata",0
"Catunaregam_pentandra",0
"Atractocarpus_chartaceus",0
"Psychotria_ligustrifolia",1
"Dictyanthus_macvaughianus",0
"Larsenaikia_ochreata",0
"Tarenna_hutchinsonii",0
"Cynanchum_implicatum",0
"Minaria_decussata",NA
"Duroia_longifolia",0
"Gentianella_pallide-lilacina",0
"Guettarda_rhamnifolia",0
"Strophanthus_holosericeus",1
"Catesbaea_melanocarpa",0
"Ditassa_sipapoana",NA
"Cameraria_linearifolia",0
"Rubia_florida",0
"Tarenna_sakae",0
"Ditassa_oberdanii",NA
"Metastelma_brachystephanum",NA
"Hymenocoleus_multinervis",0
"Asclepias_curassavica",NA
"Urophyllum_trifurcum",0
"Duroia_paraensis",0
"Melodinus_aeneus",0
"Mandevilla_pentlandiana",1
"Cynanchum_wallichii",NA
"Rondeletia_lomensis",0
"Rondeletia_portoricensis",0
"Lomatogonium_pleurogynoides",0
"Rondeletia_naguensis",0
"Ceropegia_oiantha",0
"Spigelia_mexicana",0
"Psychotria_kitsonii",0
"Galium_glaciale",0
"Psychotria_baltenweckii",0
"Psychotria_scytophylla",0
"Galium_nepalense",0
"Psychotria_stenantha",0
"Psychotria_winitii",0
"Galium_Ã—_barcinonense",0
"Psychotria_dura",0
"Galium_rupifragum",0
"Manettia_wernhamiana",0
"Neonauclea_sericea",0
"Coprosma_obconica",0
"Manettia_spraguei",0
"Ixora_archboldii",0
"Ixora_membranifolia",0
"Belonophora_coriacea",0
"Ixora_macrocotyla",0
"Hoya_parviflora",0
"Hoya_linearis",0
"Hedyotis_leschenaultii",0
"Hoya_foxii",0
"Hoya_amboinensis",0
"Tabernaemontana_columbiensis",0
"Lacmellea_klugii",0
"Tabernaemontana_chamelensis",0
"Monolluma_socotrana",0
"Faramea_vernicosa",0
"Minaria_bifurcata",0
"Coussarea_linearis",0
"Palicourea_libana",0
"Fagraea_ceilanica",1
"Hunteria_maasiorum",0
"Periploca_angustifolia",0
"Matelea_pusilliflora",NA
"Duvalia_somalensis",0
"Schmidtottia_scabra",0
"Timonius_ledermannii",0
"Timonius_polyneurus",0
"Scolosanthus_selleanus",0
"Lasianthus_attenuatus",1
"Cinchona_calisaya",1
"Prestonia_lauta",NA
"Rudgea_tambillensis",0
"Rudgea_nebulicola",0
"Faroa_axillaris",0
"Tricalysia_cryptocalyx",0
"Diplospora_pubescens",0
"Ophiorrhiza_havilandii",0
"Ophiorrhiza_longituba",0
"Ophiorrhiza_rivularis",0
"Eustegia_fraterna",NA
"Faramea_egregia",0
"Coffea_kianjavatensis",0
